compound_name,inchikey,connectivity,in_tggates,tggates_liver,tggates_kidney,in_drugmatrix,cross_platform_replicate,in_tox21,tox21_assays_labelled,tox21_assays_active,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
Pravastatin,TUZYXOIXSAXUGO-PZAWKZKUSA-N,TUZYXOIXSAXUGO,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Praziquantel,FSVJFNAIGNNGKK-UHFFFAOYSA-N,FSVJFNAIGNNGKK,,,,Y,,Y,12,1,0,0,0,0,1,0,0,0,0,0,0,0
Prazosin,IENZQIKPVFGBNW-UHFFFAOYSA-N,IENZQIKPVFGBNW,,,,Y,,Y,7,0,0,,,,0,0,0,0,,0,0,
Prednisolone,OIGNJSKKLXVSLS-VWUMJDOOSA-N,OIGNJSKKLXVSLS,,,,Y,,Y,11,2,1,1,0,,0,0,0,0,0,0,0,0
Prednisone,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,XOFYZVNMUHMLCC,,,,Y,,Y,12,3,1,1,0,0,1,0,0,0,0,0,0,0
Primaquine,INDBQLZJXZLFIT-UHFFFAOYSA-N,INDBQLZJXZLFIT,,,,Y,,Y,9,0,0,0,,0,,0,0,,0,0,0,0
Primidone,DQMZLTXERSFNPB-UHFFFAOYSA-N,DQMZLTXERSFNPB,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Probenecid,DBABZHXKTCFAPX-UHFFFAOYSA-N,DBABZHXKTCFAPX,,,,Y,,Y,12,2,1,0,0,0,0,1,0,0,0,0,0,0
Procainamide,REQCZEXYDRLIBE-UHFFFAOYSA-N,REQCZEXYDRLIBE,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Procaine,MFDFERRIHVXMIY-UHFFFAOYSA-N,MFDFERRIHVXMIY,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Procarbazine,CPTBDICYNRMXFX-UHFFFAOYSA-N,CPTBDICYNRMXFX,,,,Y,,Y,11,0,0,0,,0,0,0,0,0,0,0,0,0
Prochlorperazine,WIKYUJGCLQQFNW-UHFFFAOYSA-N,WIKYUJGCLQQFNW,,,,Y,,Y,5,1,0,0,1,,,0,,,,0,,
Progesterone,RJKFOVLPORLFTN-LEKSSAKUSA-N,RJKFOVLPORLFTN,,,,Y,,Y,9,3,1,1,0,0,1,0,,,0,0,,0
Proglumide,DGMKFQYCZXERLX-UHFFFAOYSA-N,DGMKFQYCZXERLX,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Promazine,ZGUGWUXLJSTTMA-UHFFFAOYSA-N,ZGUGWUXLJSTTMA,,,,Y,,Y,10,1,1,0,0,,0,0,0,0,0,0,,0
promethazine,PWWVAXIEGOYWEE-UHFFFAOYSA-N,PWWVAXIEGOYWEE,Y,Y,,Y,Y,Y,11,0,0,0,0,0,0,0,0,0,0,0,,0
propranolol,AQHHHDLHHXJYJD-UHFFFAOYSA-N,AQHHHDLHHXJYJD,Y,Y,,Y,Y,Y,10,0,0,0,,0,0,0,0,0,0,0,,0
Propylene Glycol,DNIAPMSPPWPWGF-UHFFFAOYSA-N,DNIAPMSPPWPWGF,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
propylthiouracil,KNAHARQHSZJURB-UHFFFAOYSA-N,KNAHARQHSZJURB,Y,Y,,Y,Y,Y,12,1,0,0,0,0,1,0,0,0,0,0,0,0
Pyrazinamide,IPEHBUMCGVEMRF-UHFFFAOYSA-N,IPEHBUMCGVEMRF,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyridine,JUJWROOIHBZHMG-UHFFFAOYSA-N,JUJWROOIHBZHMG,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyrilamine,YECBIJXISLIIDS-UHFFFAOYSA-N,YECBIJXISLIIDS,,,,Y,,Y,12,1,0,0,0,0,0,0,0,0,0,0,1,0
Pyrogallol,WQGWDDDVZFFDIG-UHFFFAOYSA-N,WQGWDDDVZFFDIG,,,,Y,,Y,12,5,0,0,1,0,1,1,0,0,0,0,1,1
Quetiapine,URKOMYMAXPYINW-UHFFFAOYSA-N,URKOMYMAXPYINW,,,,Y,,Y,11,0,0,0,0,0,0,0,0,0,0,0,,0
Quinapril,JSDRRTOADPPCHY-HSQYWUDLSA-N,JSDRRTOADPPCHY,,,,Y,,Y,12,1,0,0,1,0,0,0,0,0,0,0,0,0
quinidine,LOUPRKONTZGTKE-LHHVKLHASA-N,LOUPRKONTZGTKE,Y,Y,,,,Y,11,1,0,0,1,0,0,0,0,,0,0,0,0
Rabeprazole,YREYEVIYCVEVJK-UHFFFAOYSA-N,YREYEVIYCVEVJK,,,,Y,,Y,10,3,1,0,1,,,0,0,1,0,0,0,0
Raloxifene,GZUITABIAKMVPG-UHFFFAOYSA-N,GZUITABIAKMVPG,,,,Y,,Y,8,4,0,,0,1,,,,0,0,1,1,1
Ramipril,HDACQVRGBOVJII-JBDAPHQKSA-N,HDACQVRGBOVJII,,,,Y,,Y,11,0,0,0,0,0,0,0,0,0,0,0,,0
ranitidine,VMXUWOKSQNHOCA-UKTHLTGXSA-N,VMXUWOKSQNHOCA,Y,Y,,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapamycin,QFJCIRLUMZQUOT-HPLJOQBZSA-N,QFJCIRLUMZQUOT,,,,Y,,Y,5,2,0,,0,1,,0,,,,,1,
rifampicin,JQXXHWHPUNPDRT-WLSIYKJHSA-N,JQXXHWHPUNPDRT,Y,Y,Y,Y,Y,Y,12,1,0,0,0,0,0,0,0,0,0,0,1,0
Rifapentine,WDZCUPBHRAEYDL-GZAUEHORSA-N,WDZCUPBHRAEYDL,,,,Y,,Y,6,1,0,0,0,,,0,,,0,,1,
Risperidone,RAPZEAPATHNIPO-UHFFFAOYSA-N,RAPZEAPATHNIPO,,,,Y,,Y,11,0,0,0,0,0,0,0,0,,0,0,0,0
Ritonavir,NCDNCNXCDXHOMX-XGKFQTDJSA-N,NCDNCNXCDXHOMX,,,,Y,,Y,8,0,0,0,0,0,,0,,,,0,0,0
Rofecoxib,RZJQGNCSTQAWON-UHFFFAOYSA-N,RZJQGNCSTQAWON,,,,Y,,Y,10,0,0,0,0,0,0,0,0,,0,,0,0
Rolipram,HJORMJIFDVBMOB-UHFFFAOYSA-N,HJORMJIFDVBMOB,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
rosiglitazone maleate,YASAKCUCGLMORW-UHFFFAOYSA-N,YASAKCUCGLMORW,Y,Y,,Y,Y,Y,11,3,0,,0,0,0,0,1,1,0,0,1,0
rotenone,JUVIOZPCNVVQFO-HBGVWJBISA-N,JUVIOZPCNVVQFO,Y,Y,,,,Y,8,2,0,0,0,,,0,,1,0,0,,1
Roxarsone,XMVJITFPVVRMHC-UHFFFAOYSA-N,XMVJITFPVVRMHC,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Roxithromycin,RXZBMPWDPOLZGW-XMRMVWPWSA-N,RXZBMPWDPOLZGW,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Safrole,ZMQAAUBTXCXRIC-UHFFFAOYSA-N,ZMQAAUBTXCXRIC,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Salicylamide,SKZKKFZAGNVIMN-UHFFFAOYSA-N,SKZKKFZAGNVIMN,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Salicylic Acid,YGSDEFSMJLZEOE-UHFFFAOYSA-N,YGSDEFSMJLZEOE,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Saquinavir,QWAXKHKRTORLEM-UGJKXSETSA-N,QWAXKHKRTORLEM,,,,Y,,Y,5,1,0,0,0,,,0,,,,,1,
Secobarbital,KQPKPCNLIDLUMF-UHFFFAOYSA-N,KQPKPCNLIDLUMF,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Sertraline,VGKDLMBJGBXTGI-SJCJKPOMSA-N,VGKDLMBJGBXTGI,,,,Y,,Y,4,0,0,0,0,,,0,,,,,,
Sibutramine,UNAANXDKBXWMLN-UHFFFAOYSA-N,UNAANXDKBXWMLN,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Sildenafil,BNRNXUUZRGQAQC-UHFFFAOYSA-N,BNRNXUUZRGQAQC,,,,Y,,Y,11,0,0,0,0,0,0,0,0,0,0,0,,0
simvastatin,RYMZZMVNJRMUDD-HGQWONQESA-N,RYMZZMVNJRMUDD,Y,Y,,Y,Y,Y,10,4,1,0,0,1,1,0,0,1,0,,,0
Sisomicin,URWAJWIAIPFPJE-YFMIWBNJSA-N,URWAJWIAIPFPJE,,,,Y,,Y,2,0,,,,,,,,0,,0,,
Sodium Selenite,MCAHWIHFGHIESP-UHFFFAOYSA-N,MCAHWIHFGHIESP,,,,Y,,Y,11,0,0,0,0,0,0,0,0,0,,0,0,0
Sotalol,ZBMZVLHSJCTVON-UHFFFAOYSA-N,ZBMZVLHSJCTVON,,,,Y,,Y,12,1,1,0,0,0,0,0,0,0,0,0,0,0
Sparfloxacin,DZZWHBIBMUVIIW-DTORHVGOSA-N,DZZWHBIBMUVIIW,,,,Y,,Y,12,1,1,0,0,0,0,0,0,0,0,0,0,0
Sparteine,SLRCCWJSBJZJBV-ZQDZILKHSA-N,SLRCCWJSBJZJBV,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Spironolactone,LXMSZDCAJNLERA-ZHYRCANASA-N,LXMSZDCAJNLERA,,,,Y,,Y,9,4,1,1,0,1,0,0,,,0,0,,1
Stavudine,XNKLLVCARDGLGL-JGVFFNPUSA-N,XNKLLVCARDGLGL,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptomycin,UCSJYZPVAKXKNQ-HZYVHMACSA-N,UCSJYZPVAKXKNQ,,,,Y,,Y,10,0,0,0,0,0,0,0,0,,0,,0,0
Streptozotocin,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,ZSJLQEPLLKMAKR,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulbactam,FKENQMMABCRJMK-RITPCOANSA-N,FKENQMMABCRJMK,,,,Y,,Y,9,0,0,0,0,0,0,0,,,0,0,0,
Sulconazole,AFNXATANNDIXLG-UHFFFAOYSA-N,AFNXATANNDIXLG,,,,Y,,Y,9,2,0,0,0,1,0,0,0,,0,1,,
Sulfadiazine,SEEPANYCNGTZFQ-UHFFFAOYSA-N,SEEPANYCNGTZFQ,,,,Y,,Y,10,0,0,0,0,0,0,0,0,,0,,0,0
Sulfadimethoxine,ZZORFUFYDOWNEF-UHFFFAOYSA-N,ZZORFUFYDOWNEF,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfadoxine,PJSFRIWCGOHTNF-UHFFFAOYSA-N,PJSFRIWCGOHTNF,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfamethoxazole,JLKIGFTWXXRPMT-UHFFFAOYSA-N,JLKIGFTWXXRPMT,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfanilamide,FDDDEECHVMSUSB-UHFFFAOYSA-N,FDDDEECHVMSUSB,,,,Y,,Y,12,1,0,0,0,1,0,0,0,0,0,0,0,0
Sulfaphenazole,QWCJHSGMANYXCW-UHFFFAOYSA-N,QWCJHSGMANYXCW,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
sulfasalazine,NCEXYHBECQHGNR-UHFFFAOYSA-N,NCEXYHBECQHGNR,Y,Y,,,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfathiazole,JNMRHUJNCSQMMB-UHFFFAOYSA-N,JNMRHUJNCSQMMB,,,,Y,,Y,12,1,0,0,0,0,0,0,0,0,0,1,0,0
Sulfinpyrazone,MBGGBVCUIVRRBF-UHFFFAOYSA-N,MBGGBVCUIVRRBF,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfisoxazole,NHUHCSRWZMLRLA-UHFFFAOYSA-N,NHUHCSRWZMLRLA,,,,Y,,Y,12,2,0,1,0,0,1,0,0,0,0,0,0,0
sulindac,MLKXDPUZXIRXEP-MFOYZWKCSA-N,MLKXDPUZXIRXEP,Y,Y,,Y,Y,Y,12,2,0,0,1,0,0,0,0,1,0,0,0,0
sulpiride,BGRJTUBHPOOWDU-UHFFFAOYSA-N,BGRJTUBHPOOWDU,Y,Y,,Y,Y,Y,10,0,0,0,,0,0,0,0,0,0,0,,0
Sumatriptan,KQKPFRSPSRPDEB-UHFFFAOYSA-N,KQKPFRSPSRPDEB,,,,Y,,Y,11,0,0,0,0,0,0,0,0,0,0,0,,0
Suxamethonium Chloride,AXOIZCJOOAYSMI-UHFFFAOYSA-N,AXOIZCJOOAYSMI,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
tacrine,YLJREFDVOIBQDA-UHFFFAOYSA-N,YLJREFDVOIBQDA,Y,Y,,Y,Y,Y,12,2,0,0,1,0,1,0,0,0,0,0,0,0
Tacrolimus,QJJXYPPXXYFBGM-LFZNUXCKSA-N,QJJXYPPXXYFBGM,,,,Y,,Y,7,1,0,0,0,,0,0,,,,,1,0
tamoxifen,NKANXQFJJICGDU-QPLCGJKRSA-N,NKANXQFJJICGDU,Y,Y,,Y,Y,Y,8,3,0,0,0,1,1,1,0,,0,,,
tannic acid,LRBQNJMCXXYXIU-PPKXGCFTSA-N,LRBQNJMCXXYXIU,Y,Y,,,,Y,9,6,1,0,1,,0,0,,1,1,,1,1
Tazobactam,LPQZKKCYTLCDGQ-WEDXCCLWSA-N,LPQZKKCYTLCDGQ,,,,Y,,Y,7,0,0,0,0,0,0,,,,0,0,,
Tegafur,WFWLQNSHRPWKFK-UHFFFAOYSA-N,WFWLQNSHRPWKFK,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Temafloxacin,QKDHBVNJCZBTMR-UHFFFAOYSA-N,QKDHBVNJCZBTMR,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenidap,IZSFDUMVCVVWKW-UHFFFAOYSA-N,IZSFDUMVCVVWKW,,,,Y,,Y,6,3,0,,1,,,0,,,,0,1,1
Terazosin,VCKUSRYTPJJLNI-UHFFFAOYSA-N,VCKUSRYTPJJLNI,,,,Y,,Y,11,0,0,0,0,0,0,0,0,0,0,0,,0
terbinafine,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,DOMXUEMWDBAQBQ,Y,Y,,Y,Y,Y,11,0,0,0,0,0,0,0,0,,0,0,0,0
Terbutaline,XWTYSIMOBUGWOL-UHFFFAOYSA-N,XWTYSIMOBUGWOL,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Terfenadine,GUGOEEXESWIERI-UHFFFAOYSA-N,GUGOEEXESWIERI,,,,Y,,Y,8,0,0,0,0,0,0,0,0,,0,,,
Testosterone,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,MUMGGOZAMZWBJJ,,,,Y,,Y,9,4,1,1,0,,1,1,0,,0,,0,0
Tetracaine,GKCBAIGFKIBETG-UHFFFAOYSA-N,GKCBAIGFKIBETG,,,,Y,,Y,10,0,0,0,,,0,0,0,0,0,0,0,0
Thalidomide,UEJJHQNACJXSKW-UHFFFAOYSA-N,UEJJHQNACJXSKW,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
theophylline,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,ZFXYFBGIUFBOJW,Y,Y,,Y,Y,Y,12,1,0,0,0,0,1,0,0,0,0,0,0,0
Thiabendazole,WJCNZQLZVWNLKY-UHFFFAOYSA-N,WJCNZQLZVWNLKY,,,,Y,,Y,11,3,0,0,1,,1,0,0,0,1,0,0,0
Thiamphenicol,OTVAEFIXJLOWRX-NXEZZACHSA-N,OTVAEFIXJLOWRX,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Thimerosal,HXQVQGWHFRNKMS-UHFFFAOYSA-M,HXQVQGWHFRNKMS,,,,Y,,Y,8,7,0,1,,,,1,1,1,1,1,,1
thioacetamide,YUKQRDCYNOVPGJ-UHFFFAOYSA-N,YUKQRDCYNOVPGJ,Y,Y,Y,Y,Y,Y,11,0,0,0,,0,0,0,0,0,0,0,0,0
Thioguanine,WYWHKKSPHMUBEB-UHFFFAOYSA-N,WYWHKKSPHMUBEB,,,,Y,,Y,12,6,0,0,1,1,1,1,0,1,0,0,0,1
thioridazine,KLBQZWRITKRQQV-UHFFFAOYSA-N,KLBQZWRITKRQQV,Y,Y,,Y,Y,Y,5,0,0,0,0,,,0,,,,0,,
Tiapride,JTVPZMFULRWINT-UHFFFAOYSA-N,JTVPZMFULRWINT,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ticlopidine,PHWBOXQYWZNQIN-UHFFFAOYSA-N,PHWBOXQYWZNQIN,Y,Y,,Y,Y,Y,11,2,0,0,0,0,1,1,0,0,0,0,,0
Ticrynafen,AGHANLSBXUWXTB-UHFFFAOYSA-N,AGHANLSBXUWXTB,,,,Y,,Y,10,0,0,0,0,0,0,0,0,,0,,0,0
Timolol,BLJRIMJGRPQVNF-JTQLQIEISA-N,BLJRIMJGRPQVNF,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Tinidazole,HJLSLZFTEKNLFI-UHFFFAOYSA-N,HJLSLZFTEKNLFI,,,,Y,,Y,12,2,0,0,0,0,1,1,0,0,0,0,0,0
tiopronin,YTGJWQPHMWSCST-UHFFFAOYSA-N,YTGJWQPHMWSCST,Y,Y,,,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Tobramycin,NLVFBUXFDBBNBW-PBSUHMDJSA-N,NLVFBUXFDBBNBW,,,,Y,,Y,10,0,0,0,0,0,0,0,0,,0,,0,0
Tocainide,BUJAGSGYPOAWEI-UHFFFAOYSA-N,BUJAGSGYPOAWEI,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Tolazamide,OUDSBRTVNLOZBN-UHFFFAOYSA-N,OUDSBRTVNLOZBN,,,,Y,,Y,12,1,0,0,0,0,1,0,0,0,0,0,0,0
tolbutamide,JLRGJRBPOGGCBT-UHFFFAOYSA-N,JLRGJRBPOGGCBT,Y,Y,,,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Torsemide,NGBFQHCMQULJNZ-UHFFFAOYSA-N,NGBFQHCMQULJNZ,,,,Y,,Y,11,0,0,0,0,0,0,0,,0,0,0,0,0
Tosufloxacin,WUWFMDMBOJLQIV-UHFFFAOYSA-N,WUWFMDMBOJLQIV,,,,Y,,Y,10,2,0,1,,0,0,0,,1,0,0,0,0
Tramadol,TVYLLZQTGLZFBW-ZBFHGGJFSA-N,TVYLLZQTGLZFBW,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Tranexamic Acid,GYDJEQRTZSCIOI-UHFFFAOYSA-N,GYDJEQRTZSCIOI,,,,Y,,Y,10,0,0,0,0,0,0,0,0,,0,,0,0
Tranilast,NZHGWWWHIYHZNX-CSKARUKUSA-N,NZHGWWWHIYHZNX,,,,Y,,Y,5,1,0,,,,0,0,,,1,,,0
Triacetin,URAYPUMNDPQOKB-UHFFFAOYSA-N,URAYPUMNDPQOKB,,,,Y,,Y,12,2,0,0,1,0,1,0,0,0,0,0,0,0
triamterene,FNYLWPVRPXGIIP-UHFFFAOYSA-N,FNYLWPVRPXGIIP,Y,Y,Y,Y,Y,Y,6,4,0,,1,,1,,,,1,,0,1
triazolam,JOFWLTCLBGQGBO-UHFFFAOYSA-N,JOFWLTCLBGQGBO,Y,Y,,,,Y,9,0,0,0,0,0,,0,0,,0,,0,0
Trichloroacetic Acid,YNJBWRMUSHSURL-UHFFFAOYSA-N,YNJBWRMUSHSURL,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichloroethane,UOCLXMDMGBRAIB-UHFFFAOYSA-N,UOCLXMDMGBRAIB,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichloroethylene,XSTXAVWGXDQKEL-UHFFFAOYSA-N,XSTXAVWGXDQKEL,,,,Y,,Y,11,0,0,0,0,0,0,0,0,0,0,0,,0
Trihexyphenidyl,HWHLPVGTWGOCJO-UHFFFAOYSA-N,HWHLPVGTWGOCJO,,,,Y,,Y,11,0,0,0,0,0,0,0,0,0,0,0,,0
trimethadione,IRYJRGCIQBGHIV-UHFFFAOYSA-N,IRYJRGCIQBGHIV,Y,Y,,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Troglitazone,GXPHKUHSUJUWKP-UHFFFAOYSA-N,GXPHKUHSUJUWKP,,,,Y,,Y,10,5,0,0,0,,,0,1,1,0,1,1,1
Tropisetron,ZNRGQMMCGHDTEI-FUNVUKJBSA-N,ZNRGQMMCGHDTEI,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Trovafloxacin,WVPSKSLAZQPAKQ-SOSAQKQKSA-N,WVPSKSLAZQPAKQ,,,,Y,,Y,9,5,0,1,0,1,,,1,1,0,0,,1
Troxipide,YSIITVVESCNIPR-UHFFFAOYSA-N,YSIITVVESCNIPR,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ubenimex,VGGGPCQERPFHOB-RDBSUJKOSA-N,VGGGPCQERPFHOB,,,,Y,,Y,10,1,1,0,0,0,0,0,0,,0,,0,0
Urethane,JOYRKODLDBILNP-UHFFFAOYSA-N,JOYRKODLDBILNP,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Valacyclovir,HDOVUKNUBWVHOX-QMMMGPOBSA-N,HDOVUKNUBWVHOX,,,,Y,,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Valdecoxib,LNPDTQAFDNKSHK-UHFFFAOYSA-N,LNPDTQAFDNKSHK,,,,Y,,Y,10,0,0,,0,0,0,0,0,0,0,0,,0
valproic acid,NIJJYAXOARWZEE-UHFFFAOYSA-N,NIJJYAXOARWZEE,Y,Y,Y,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Valsartan,ACWBQPMHZXGDFX-QFIPXVFZSA-N,ACWBQPMHZXGDFX,,,,Y,,Y,10,0,0,0,0,0,0,0,0,,0,,0,0
Vancomycin,MYPYJXKWCTUITO-LYRMYLQWSA-N,MYPYJXKWCTUITO,,,,Y,,Y,10,1,1,0,0,0,0,0,0,,0,,0,0
Vecuronium Bromide,BGSZAXLLHYERSY-XQIGCQGXSA-N,BGSZAXLLHYERSY,,,,Y,,Y,11,1,0,0,0,0,1,0,0,,0,0,0,0
venlafaxine,PNVNVHUZROJLTJ-UHFFFAOYSA-N,PNVNVHUZROJLTJ,Y,,,Y,Y,Y,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Verapamil,SGTNSNPWRIOYBX-UHFFFAOYSA-N,SGTNSNPWRIOYBX,,,,Y,,Y,9,0,0,0,0,0,,0,,0,0,0,,0
Vinblastine,JXLYSJRDGCGARV-CFWMRBGOSA-N,JXLYSJRDGCGARV,,,,Y,,Y,7,5,0,,0,,,,,1,1,1,1,1
Vincristine,OGWKCGZFUXNPDA-XQKSVPLYSA-N,OGWKCGZFUXNPDA,,,,Y,,Y,4,1,0,,,0,,,,,1,0,,
Vinorelbine,GBABOYUKABKIAF-IELIFDKJSA-N,GBABOYUKABKIAF,,,,Y,,Y,1,0,,,,,,,,,,0,,
vitamin A,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,FPIPGXGPPPQFEQ,Y,Y,,,,Y,12,4,0,0,0,1,0,0,0,1,0,1,1,0
Warfarin,PJVWKTKQMONHTI-UHFFFAOYSA-N,PJVWKTKQMONHTI,,,,Y,,Y,12,2,0,0,0,0,0,0,1,0,0,0,1,0
WY-14643,SZRPDCCEHVWOJX-UHFFFAOYSA-N,SZRPDCCEHVWOJX,Y,Y,,Y,Y,Y,10,1,0,,0,0,0,0,1,,0,0,0,0
Zaleplon,HUNXMJYCHXQEGX-UHFFFAOYSA-N,HUNXMJYCHXQEGX,,,,Y,,Y,11,0,0,0,0,,0,0,0,0,0,0,0,0
Zidovudine,HBOMLICNUCNMMY-XLPZGREQSA-N,HBOMLICNUCNMMY,,,,Y,,Y,12,1,0,0,0,0,1,0,0,0,0,0,0,0
Zileuton,MWLSOWXNZPKENC-UHFFFAOYSA-N,MWLSOWXNZPKENC,,,,Y,,Y,11,1,0,0,,0,0,0,1,0,0,0,0,0
Zomepirac,ZXVNMYWKKDOREA-UHFFFAOYSA-N,ZXVNMYWKKDOREA,,,,Y,,Y,12,2,1,0,0,0,0,0,0,1,0,0,0,0
Zopiclone,GBBSUAFBMRNDJC-UHFFFAOYSA-N,GBBSUAFBMRNDJC,,,,Y,,Y,11,0,0,0,0,0,0,0,0,0,0,0,,0
"2''-Beta-Fluoro-2'',3''-Deoxyadenosine",ZGYYPTJWJBEXBC-QYYRPYCUSA-N,ZGYYPTJWJBEXBC,,,,Y,,,,,,,,,,,,,,,,
6-Methoxy-2-Naphthylacetic Acid,PHJFLPMVEFKEPL-UHFFFAOYSA-N,PHJFLPMVEFKEPL,,,,Y,,,,,,,,,,,,,,,,
acarbose,CEMXHAPUFJOOSV-XGWNLRGSSA-N,CEMXHAPUFJOOSV,Y,Y,,Y,Y,,,,,,,,,,,,,,,
aflatoxin B1,OQIQSTLJSLGHID-WNWIJWBNSA-N,OQIQSTLJSLGHID,Y,Y,,Y,Y,,,,,,,,,,,,,,,
Aldosterone,PQSUYGKTWSAVDQ-ZVIOFETBSA-N,PQSUYGKTWSAVDQ,,,,Y,,,,,,,,,,,,,,,,
Alfacalcidol,OFHCOWSQAMBJIW-AVJTYSNKSA-N,OFHCOWSQAMBJIW,,,,Y,,,,,,,,,,,,,,,,
Allylamine,VVJKKWFAADXIJK-UHFFFAOYSA-N,VVJKKWFAADXIJK,,,,Y,,,,,,,,,,,,,,,,
Alpha-Naphthoflavone,VFMMPHCGEFXGIP-UHFFFAOYSA-N,VFMMPHCGEFXGIP,,,,Y,,,,,,,,,,,,,,,,
Angiotensin Ii Human,CZGUSIXMZVURDU-JZXHSEFVSA-N,CZGUSIXMZVURDU,,,,Y,,,,,,,,,,,,,,,,
Azauridine,WYXSYVWAUAUWLD-SHUUEZRQSA-N,WYXSYVWAUAUWLD,,,,Y,,,,,,,,,,,,,,,,
Benoxaprofen,MITFXPHMIHQXPI-UHFFFAOYSA-N,MITFXPHMIHQXPI,,,,Y,,,,,,,,,,,,,,,,
Bleomycin A2,OYVAGSVQBOHSSS-UAPAGMARSA-O,OYVAGSVQBOHSSS,,,,Y,,,,,,,,,,,,,,,,
bromoethylamine,IZQAUUVBKYXMET-UHFFFAOYSA-N,IZQAUUVBKYXMET,Y,Y,Y,,,,,,,,,,,,,,,,,
buthionine sulfoximine,KJQFBVYMGADDTQ-UHFFFAOYSA-N,KJQFBVYMGADDTQ,Y,Y,,,,,,,,,,,,,,,,,,
Bw-723C86,ALFGDCNSEBJYSP-UHFFFAOYSA-N,ALFGDCNSEBJYSP,,,,Y,,,,,,,,,,,,,,,,
Camptothecin,VSJKWCGYPAHWDS-FQEVSTJZSA-N,VSJKWCGYPAHWDS,,,,Y,,,,,,,,,,,,,,,,
